id ra dec ra1 dec1 ra2 dec2 ra3 dec3 ra4 dec4
T00751 303.3707865168539 -51.42857142857143 305.4619570641575 -50.0669167681247 305.58849759324005 -52.75075756753209 301.15307544046783 -52.75075756753209 301.27961596955043 -50.0669167681247
T00752 307.4157303370787 -51.42857142857143 309.50690088438216 -50.0669167681247 309.6334414134648 -52.7507575675321 305.19801926069255 -52.7507575675321 305.32455978977515 -50.066916768124706
T00753 311.46067415730334 -51.42857142857143 313.5518447046069 -50.0669167681247 313.6783852336895 -52.75075756753209 309.2429630809172 -52.7507575675321 309.36950360999987 -50.0669167681247
T00754 315.50561797752806 -51.42857142857143 317.59678852483165 -50.0669167681247 317.7233290539142 -52.7507575675321 313.2879069011419 -52.7507575675321 313.4144474302246 -50.0669167681247
T00755 319.55056179775283 -51.42857142857143 321.6417323450564 -50.0669167681247 321.768272874139 -52.7507575675321 317.33285072136675 -52.7507575675321 317.45939125044936 -50.0669167681247
T00756 323.59550561797755 -51.42857142857143 325.6866761652811 -50.0669167681247 325.8132166943637 -52.7507575675321 321.3777945415914 -52.7507575675321 321.504335070674 -50.0669167681247
T00757 327.64044943820227 -51.42857142857143 329.7316199855058 -50.0669167681247 329.8581605145884 -52.7507575675321 325.42273836181613 -52.75075756753209 325.54927889089873 -50.0669167681247
T00758 331.6853932584269 -51.42857142857143 333.7765638057305 -50.0669167681247 333.90310433481307 -52.75075756753209 329.46768218204085 -52.75075756753209 329.59422271112345 -50.0669167681247
T00759 335.7303370786517 -51.42857142857143 337.8215076259553 -50.0669167681247 337.94804815503784 -52.7507575675321 333.5126260022656 -52.7507575675321 333.6391665313482 -50.0669167681247
T00760 339.7752808988764 -51.42857142857143 341.86645144617995 -50.0669167681247 341.99299197526256 -52.75075756753209 337.5575698224903 -52.75075756753209 337.6841103515729 -50.0669167681247
T00761 343.82022471910113 -51.42857142857143 345.91139526640467 -50.066916768124706 346.0379357954873 -52.7507575675321 341.602513642715 -52.7507575675321 341.7290541717976 -50.066916768124706
T00762 347.86516853932585 -51.42857142857143 349.95633908662944 -50.0669167681247 350.082879615712 -52.7507575675321 345.6474574629397 -52.7507575675321 345.7739979920224 -50.0669167681247
T00763 351.91011235955057 -51.42857142857143 354.00128290685416 -50.0669167681247 354.1278234359367 -52.7507575675321 349.6924012831645 -52.7507575675321 349.8189418122471 -50.0669167681247
T00764 355.9550561797753 -51.42857142857143 358.0462267270788 -50.066916768124706 358.1727672561614 -52.7507575675321 353.73734510338915 -52.7507575675321 353.86388563247175 -50.066916768124706
T00765 0.0 -48.857142857142854 1.986713054900361 -47.49711461576402 2.0961693230495615 -50.18114883857273 357.90383067695046 -50.18114883857273 358.01328694509965 -47.49711461576402
T00766 3.8297872340425534 -48.857142857142854 5.816500288942915 -47.49711461576401 5.925956557092116 -50.18114883857273 1.733617910993035 -50.18114883857274 1.8430741791422336 -47.49711461576402
T00767 7.659574468085107 -48.857142857142854 9.646287522985464 -47.49711461576401 9.755743791134664 -50.181148838572724 5.563405145035584 -50.181148838572724 5.672861413184783 -47.49711461576401
T00768 11.48936170212766 -48.857142857142854 13.47607475702802 -47.497114615764005 13.585531025177222 -50.18114883857273 9.39319237907814 -50.18114883857273 9.502648647227337 -47.497114615764005
T00769 15.319148936170214 -48.857142857142854 17.305861991070575 -47.49711461576402 17.41531825921977 -50.18114883857273 13.22297961312069 -50.18114883857273 13.332435881269893 -47.49711461576402
T00770 19.148936170212767 -48.857142857142854 21.13564922511313 -47.49711461576402 21.245105493262333 -50.18114883857273 17.052766847163255 -50.18114883857274 17.162223115312454 -47.49711461576402
T00771 22.97872340425532 -48.857142857142854 24.96543645915568 -47.497114615764005 25.074892727304878 -50.181148838572724 20.8825540812058 -50.181148838572724 20.992010349354995 -47.497114615764005
T00772 26.80851063829787 -48.857142857142854 28.795223693198228 -47.49711461576401 28.904679961347433 -50.18114883857273 24.712341315248352 -50.181148838572724 24.821797583397547 -47.497114615764005
T00773 30.638297872340427 -48.857142857142854 32.62501092724079 -47.49711461576401 32.73446719538999 -50.18114883857274 28.542128549290904 -50.18114883857273 28.6515848174401 -47.49711461576401
T00774 34.46808510638298 -48.857142857142854 36.45479816128334 -47.49711461576402 36.56425442943255 -50.18114883857273 32.37191578333347 -50.18114883857274 32.48137205148266 -47.49711461576402
T00775 38.297872340425535 -48.857142857142854 40.284585395325884 -47.49711461576401 40.39404166347509 -50.181148838572724 36.20170301737602 -50.18114883857273 36.31115928552521 -47.497114615764005
T00776 42.12765957446808 -48.857142857142854 44.11437262936845 -47.49711461576401 44.22382889751765 -50.181148838572724 40.031490251418575 -50.18114883857273 40.14094651956777 -47.49711461576402
T00777 45.95744680851064 -48.857142857142854 47.944159863410995 -47.49711461576401 48.053616131560204 -50.18114883857274 43.86127748546112 -50.18114883857274 43.97073375361032 -47.49711461576401
T00778 49.787234042553195 -48.857142857142854 51.77394709745355 -47.49711461576402 51.88340336560275 -50.18114883857273 47.69106471950367 -50.18114883857274 47.80052098765287 -47.49711461576402
T00779 53.61702127659574 -48.857142857142854 55.603734331496106 -47.49711461576401 55.7131905996453 -50.181148838572724 51.52085195354622 -50.18114883857273 51.63030822169543 -47.49711461576401
T00780 57.4468085106383 -48.857142857142854 59.43352156553866 -47.49711461576401 59.54297783368786 -50.181148838572724 55.35063918758878 -50.18114883857273 55.46009545573798 -47.49711461576401
T00781 61.276595744680854 -48.857142857142854 63.26330879958122 -47.49711461576401 63.37276506773041 -50.18114883857273 59.18042642163134 -50.18114883857273 59.28988268978054 -47.49711461576402
T00782 65.1063829787234 -48.857142857142854 67.09309603362377 -47.49711461576402 67.20255230177295 -50.18114883857274 63.01021365567388 -50.18114883857274 63.11966992382308 -47.49711461576402
T00783 68.93617021276596 -48.857142857142854 70.92288326766632 -47.49711461576401 71.03233953581552 -50.18114883857273 66.84000088971645 -50.18114883857273 66.94945715786564 -47.49711461576401
T00784 72.76595744680851 -48.857142857142854 74.75267050170888 -47.49711461576401 74.86212676985808 -50.181148838572724 70.669788123759 -50.181148838572724 70.77924439190821 -47.49711461576401
T00785 76.59574468085107 -48.857142857142854 78.58245773575143 -47.49711461576401 78.69191400390064 -50.181148838572724 74.49957535780156 -50.181148838572724 74.60903162595076 -47.49711461576402
T00786 80.42553191489361 -48.857142857142854 82.41224496979397 -47.49711461576401 82.52170123794318 -50.18114883857273 78.3293625918441 -50.181148838572724 78.4388188599933 -47.49711461576401
T00787 84.25531914893617 -48.857142857142854 86.24203220383653 -47.49711461576401 86.35148847198573 -50.18114883857273 82.15914982588666 -50.18114883857273 82.26860609403586 -47.49711461576401
T00788 88.08510638297872 -48.857142857142854 90.07181943787909 -47.49711461576401 90.18127570602829 -50.18114883857273 85.9889370599292 -50.18114883857273 86.0983933280784 -47.49711461576401
T00789 91.91489361702128 -48.857142857142854 93.90160667192164 -47.49711461576401 94.01106294007084 -50.18114883857273 89.81872429397175 -50.18114883857273 89.92818056212096 -47.49711461576401
T00790 95.74468085106383 -48.857142857142854 97.7313939059642 -47.49711461576402 97.8408501741134 -50.18114883857273 93.64851152801432 -50.18114883857273 93.75796779616351 -47.49711461576402
T00791 99.57446808510639 -48.857142857142854 101.56118114000675 -47.49711461576401 101.67063740815595 -50.18114883857273 97.47829876205687 -50.18114883857273 97.58775503020605 -47.49711461576402
T00792 103.40425531914894 -48.857142857142854 105.39096837404931 -47.49711461576402 105.50042464219851 -50.181148838572724 101.30808599609942 -50.181148838572724 101.41754226424861 -47.49711461576401
T00793 107.23404255319149 -48.857142857142854 109.22075560809185 -47.49711461576401 109.33021187624105 -50.181148838572724 105.13787323014198 -50.18114883857273 105.24732949829117 -47.49711461576401
T00794 111.06382978723404 -48.857142857142854 113.0505428421344 -47.49711461576401 113.1599991102836 -50.18114883857273 108.96766046418452 -50.18114883857273 109.0771167323337 -47.49711461576401
T00795 114.8936170212766 -48.857142857142854 116.88033007617695 -47.49711461576401 116.98978634432616 -50.181148838572724 112.79744769822707 -50.18114883857273 112.90690396637626 -47.49711461576401
T00796 118.72340425531915 -48.857142857142854 120.7101173102195 -47.49711461576401 120.8195735783687 -50.181148838572724 116.62723493226962 -50.181148838572724 116.73669120041882 -47.49711461576401
T00797 122.55319148936171 -48.857142857142854 124.53990454426209 -47.49711461576401 124.64936081241126 -50.181148838572724 120.45702216631219 -50.18114883857273 120.56647843446137 -47.49711461576401
T00798 126.38297872340426 -48.857142857142854 128.3696917783046 -47.49711461576402 128.47914804645382 -50.18114883857274 124.28680940035474 -50.18114883857273 124.39626566850393 -47.49711461576402
T00799 130.2127659574468 -48.857142857142854 132.19947901234715 -47.49711461576401 132.30893528049637 -50.18114883857274 128.11659663439727 -50.18114883857273 128.22605290254648 -47.49711461576402
T00800 134.04255319148936 -48.857142857142854 136.0292662463897 -47.49711461576401 136.13872251453893 -50.18114883857273 131.94638386843982 -50.18114883857273 132.05584013658904 -47.49711461576401
T00801 137.87234042553192 -48.857142857142854 139.85905348043227 -47.49711461576401 139.96850974858148 -50.18114883857273 135.7761711024824 -50.181148838572724 135.8856273706316 -47.49711461576401
T00802 141.70212765957447 -48.857142857142854 143.68884071447482 -47.49711461576401 143.79829698262404 -50.18114883857273 139.60595833652496 -50.18114883857273 139.71541460467415 -47.49711461576401
T00803 145.53191489361703 -48.857142857142854 147.51862794851738 -47.49711461576401 147.6280842166666 -50.18114883857273 143.4357455705675 -50.18114883857273 143.5452018387167 -47.49711461576401
T00804 149.36170212765958 -48.857142857142854 151.34841518255993 -47.49711461576401 151.45787145070915 -50.18114883857273 147.26553280461005 -50.18114883857274 147.37498907275926 -47.49711461576401
T00805 153.19148936170214 -48.857142857142854 155.17820241660252 -47.497114615764005 155.2876586847517 -50.18114883857273 151.09532003865263 -50.18114883857273 151.20477630680182 -47.49711461576401
T00806 157.02127659574467 -48.857142857142854 159.00798965064502 -47.49711461576401 159.11744591879423 -50.18114883857273 154.92510727269516 -50.18114883857273 155.03456354084435 -47.49711461576401
T00807 160.85106382978722 -48.857142857142854 162.83777688468757 -47.49711461576401 162.9472331528368 -50.18114883857273 158.7548945067377 -50.18114883857273 158.8643507748869 -47.49711461576401
T00808 164.68085106382978 -48.857142857142854 166.66756411873013 -47.49711461576402 166.77702038687934 -50.18114883857273 162.58468174078027 -50.18114883857273 162.69413800892946 -47.49711461576402
T00809 168.51063829787233 -48.857142857142854 170.49735135277268 -47.49711461576401 170.6068076209219 -50.18114883857273 166.41446897482282 -50.18114883857274 166.523925242972 -47.49711461576401
T00810 172.3404255319149 -48.857142857142854 174.32713858681524 -47.49711461576402 174.43659485496445 -50.18114883857273 170.24425620886538 -50.18114883857273 170.35371247701457 -47.49711461576402
T00811 176.17021276595744 -48.857142857142854 178.1569258208578 -47.49711461576402 178.266382089007 -50.18114883857274 174.07404344290794 -50.18114883857274 174.18349971105712 -47.49711461576402
T00812 180.0 -48.857142857142854 181.98671305490035 -47.49711461576402 182.09616932304954 -50.18114883857273 177.9038306769505 -50.18114883857273 178.01328694509968 -47.49711461576402
T00813 183.82978723404256 -48.857142857142854 185.8165002889429 -47.49711461576402 185.9259565570921 -50.18114883857273 181.73361791099302 -50.18114883857274 181.84307417914223 -47.49711461576402
T00814 187.6595744680851 -48.857142857142854 189.64628752298546 -47.49711461576401 189.75574379113465 -50.181148838572724 185.56340514503557 -50.181148838572724 185.6728614131848 -47.49711461576401
T00815 191.48936170212767 -48.857142857142854 193.47607475702802 -47.497114615764005 193.5855310251772 -50.18114883857273 189.39319237907813 -50.18114883857273 189.50264864722735 -47.497114615764005
T00816 195.31914893617022 -48.857142857142854 197.30586199107057 -47.49711461576402 197.41531825921976 -50.18114883857273 193.22297961312069 -50.18114883857273 193.3324358812699 -47.49711461576402
T00817 199.14893617021278 -48.857142857142854 201.13564922511313 -47.49711461576402 201.24510549326234 -50.18114883857273 197.05276684716324 -50.18114883857274 197.16222311531246 -47.49711461576402
T00818 202.97872340425533 -48.857142857142854 204.96543645915568 -47.497114615764005 205.07489272730487 -50.181148838572724 200.8825540812058 -50.181148838572724 200.992010349355 -47.497114615764005
T00819 206.8085106382979 -48.857142857142854 208.79522369319824 -47.49711461576401 208.90467996134743 -50.18114883857273 204.71234131524835 -50.181148838572724 204.82179758339757 -47.497114615764005
T00820 210.63829787234044 -48.857142857142854 212.6250109272408 -47.49711461576401 212.73446719538998 -50.18114883857273 208.5421285492909 -50.18114883857273 208.6515848174401 -47.497114615764005
T00821 214.46808510638297 -48.857142857142854 216.45479816128332 -47.49711461576402 216.56425442943254 -50.18114883857274 212.37191578333344 -50.18114883857274 212.48137205148265 -47.49711461576402
T00822 218.29787234042553 -48.857142857142854 220.28458539532588 -47.49711461576402 220.39404166347506 -50.18114883857274 216.201703017376 -50.18114883857274 216.3111592855252 -47.49711461576401
T00823 222.12765957446808 -48.857142857142854 224.11437262936843 -47.49711461576402 224.22382889751762 -50.18114883857273 220.03149025141855 -50.18114883857273 220.14094651956776 -47.49711461576402
T00824 225.95744680851064 -48.857142857142854 227.944159863411 -47.49711461576401 228.0536161315602 -50.18114883857273 223.8612774854611 -50.18114883857273 223.97073375361032 -47.49711461576401
T00825 229.7872340425532 -48.857142857142854 231.77394709745357 -47.49711461576402 231.88340336560276 -50.18114883857274 227.69106471950366 -50.18114883857274 227.80052098765285 -47.49711461576402
T00826 233.61702127659578 -48.857142857142854 235.6037343314961 -47.49711461576401 235.7131905996453 -50.18114883857273 231.52085195354624 -50.18114883857274 231.63030822169543 -47.49711461576402
T00827 237.4468085106383 -48.857142857142854 239.43352156553863 -47.49711461576402 239.54297783368787 -50.18114883857273 235.3506391875888 -50.18114883857273 235.46009545573796 -47.49711461576402
T00828 241.2765957446809 -48.857142857142854 243.26330879958127 -47.49711461576401 243.37276506773043 -50.18114883857273 239.18042642163132 -50.18114883857273 239.28988268978054 -47.49711461576401
T00829 245.10638297872342 -48.857142857142854 247.09309603362374 -47.49711461576402 247.20255230177298 -50.18114883857274 243.01021365567385 -50.18114883857274 243.11966992382307 -47.49711461576402
T00830 248.93617021276594 -48.857142857142854 250.92288326766632 -47.49711461576401 251.0323395358155 -50.18114883857273 246.84000088971644 -50.18114883857273 246.9494571578656 -47.49711461576401
T00831 252.76595744680853 -48.857142857142854 254.75267050170885 -47.49711461576401 254.86212676985807 -50.181148838572724 250.669788123759 -50.181148838572724 250.77924439190818 -47.49711461576401
T00832 256.59574468085106 -48.857142857142854 258.58245773575135 -47.49711461576402 258.6919140039006 -50.18114883857273 254.49957535780152 -50.18114883857273 254.6090316259507 -47.49711461576402
T00833 260.4255319148936 -48.857142857142854 262.412244969794 -47.49711461576401 262.5217012379432 -50.18114883857273 258.32936259184413 -50.181148838572724 258.4388188599933 -47.49711461576402
T00834 264.25531914893617 -48.857142857142854 266.2420322038365 -47.49711461576401 266.3514884719857 -50.18114883857273 262.1591498258866 -50.18114883857273 262.2686060940358 -47.49711461576402
T00835 268.0851063829787 -48.857142857142854 270.07181943787907 -47.49711461576401 270.1812757060283 -50.18114883857273 265.98893705992924 -50.18114883857273 266.09839332807843 -47.49711461576401
T00836 271.9148936170213 -48.857142857142854 273.90160667192157 -47.49711461576401 274.0110629400708 -50.18114883857273 269.81872429397174 -50.18114883857273 269.92818056212093 -47.49711461576401
T00837 275.74468085106383 -48.857142857142854 277.73139390596424 -47.49711461576401 277.8408501741134 -50.18114883857273 273.6485115280143 -50.18114883857273 273.75796779616354 -47.49711461576402
T00838 279.5744680851064 -48.857142857142854 281.56118114000674 -47.49711461576401 281.6706374081559 -50.18114883857274 277.4782987620568 -50.18114883857273 277.58775503020604 -47.49711461576402
T00839 283.40425531914894 -48.857142857142854 285.3909683740493 -47.49711461576401 285.5004246421985 -50.181148838572724 281.30808599609946 -50.181148838572724 281.41754226424865 -47.49711461576401
T00840 287.2340425531915 -48.857142857142854 289.2207556080918 -47.49711461576401 289.33021187624104 -50.181148838572724 285.13787323014196 -50.18114883857273 285.24732949829115 -47.49711461576401
T00841 291.06382978723406 -48.857142857142854 293.05054284213446 -47.497114615764005 293.15999911028365 -50.181148838572724 288.9676604641845 -50.181148838572724 289.07711673233376 -47.49711461576401
T00842 294.8936170212766 -48.857142857142854 296.88033007617696 -47.49711461576401 296.98978634432615 -50.181148838572724 292.7974476982271 -50.18114883857273 292.90690396637626 -47.49711461576401
T00843 298.72340425531917 -48.857142857142854 300.7101173102195 -47.49711461576401 300.8195735783687 -50.18114883857273 296.6272349322697 -50.181148838572724 296.7366912004188 -47.49711461576401
T00844 302.5531914893617 -48.857142857142854 304.53990454426213 -47.49711461576402 304.6493608124113 -50.18114883857273 300.45702216631224 -50.18114883857273 300.56647843446143 -47.49711461576402
T00845 306.3829787234043 -48.857142857142854 308.3696917783046 -47.49711461576401 308.4791480464539 -50.18114883857273 304.2868094003548 -50.18114883857273 304.39626566850393 -47.49711461576401
T00846 310.21276595744683 -48.857142857142854 312.1994790123472 -47.49711461576402 312.3089352804964 -50.18114883857274 308.11659663439735 -50.18114883857274 308.22605290254654 -47.49711461576402
T00847 314.04255319148933 -48.857142857142854 316.0292662463897 -47.49711461576401 316.1387225145389 -50.18114883857273 311.94638386843985 -50.18114883857274 312.05584013658904 -47.49711461576401
T00848 317.87234042553195 -48.857142857142854 319.8590534804323 -47.49711461576402 319.96850974858154 -50.18114883857273 315.77617110248246 -50.18114883857273 315.88562737063165 -47.49711461576401
T00849 321.70212765957444 -48.857142857142854 323.6888407144748 -47.49711461576402 323.79829698262404 -50.18114883857273 319.60595833652496 -50.18114883857273 319.71541460467415 -47.49711461576402
T00850 325.53191489361706 -48.857142857142854 327.5186279485174 -47.49711461576401 327.62808421666665 -50.18114883857273 323.4357455705676 -50.18114883857274 323.54520183871676 -47.49711461576402
T00851 329.36170212765956 -48.857142857142854 331.34841518255996 -47.49711461576401 331.45787145070915 -50.18114883857273 327.2655328046101 -50.18114883857274 327.3749890727592 -47.49711461576401
T00852 333.19148936170217 -48.857142857142854 335.1782024166025 -47.49711461576401 335.28765868475176 -50.18114883857273 331.0953200386527 -50.18114883857274 331.2047763068019 -47.49711461576401
T00853 337.02127659574467 -48.857142857142854 339.007989650645 -47.49711461576401 339.11744591879426 -50.18114883857273 334.92510727269513 -50.18114883857273 335.0345635408443 -47.49711461576401
T00854 340.8510638297872 -48.857142857142854 342.83777688468757 -47.49711461576401 342.9472331528368 -50.18114883857273 338.75489450673774 -50.18114883857273 338.86435077488693 -47.49711461576402
T00855 344.6808510638298 -48.857142857142854 346.6675641187301 -47.49711461576402 346.7770203868793 -50.18114883857273 342.58468174078024 -50.18114883857273 342.69413800892943 -47.49711461576401
T00856 348.51063829787233 -48.857142857142854 350.4973513527727 -47.497114615764005 350.6068076209219 -50.18114883857273 346.41446897482285 -50.18114883857273 346.52392524297204 -47.49711461576401
T00857 352.3404255319149 -48.857142857142854 354.32713858681524 -47.49711461576402 354.4365948549644 -50.18114883857273 350.24425620886535 -50.18114883857273 350.35371247701454 -47.49711461576402
T00858 356.17021276595744 -48.857142857142854 358.1569258208578 -47.49711461576402 358.26638208900704 -50.18114883857274 354.07404344290796 -50.18114883857274 354.18349971105715 -47.49711461576402
T00859 0.0 -46.285714285714285 1.8958246366008 -44.92716054646097 1.991050662561329 -47.61135413271872 358.0089493374387 -47.61135413271872 358.10417536339924 -44.92716054646097
T00860 3.6734693877551017 -46.285714285714285 5.5692940243559015 -44.92716054646097 5.664520050316431 -47.61135413271872 1.682418725193813 -47.61135413271872 1.7776447511543405 -44.92716054646097
T00861 7.346938775510203 -46.285714285714285 9.242763412111003 -44.92716054646096 9.337989438071533 -47.61135413271872 5.355888112948914 -47.61135413271872 5.451114138909442 -44.92716054646096
T00862 11.020408163265305 -46.285714285714285 12.916232799866105 -44.92716054646097 13.011458825826633 -47.61135413271872 9.029357500704014 -47.61135413271872 9.124583526664543 -44.92716054646097
T00863 14.693877551020407 -46.285714285714285 16.589702187621203 -44.92716054646096 16.684928213581735 -47.61135413271872 12.702826888459118 -47.61135413271872 12.798052914419644 -44.92716054646097
T00864 18.36734693877551 -46.285714285714285 20.263171575376315 -44.927160546460975 20.358397601336836 -47.61135413271872 16.37629627621422 -47.61135413271872 16.471522302174748 -44.927160546460975
T00865 22.04081632653061 -46.285714285714285 23.93664096313141 -44.92716054646097 24.031866989091938 -47.61135413271872 20.04976566396932 -47.61135413271872 20.144991689929846 -44.92716054646097
T00866 25.714285714285715 -46.285714285714285 27.61011035088651 -44.92716054646096 27.70533637684704 -47.61135413271872 23.723235051724423 -47.61135413271872 23.818461077684947 -44.92716054646096
T00867 29.387755102040813 -46.285714285714285 31.28357973864161 -44.92716054646096 31.37880576460214 -47.61135413271872 27.396704439479528 -47.61135413271872 27.491930465440053 -44.92716054646096
T00868 33.06122448979591 -46.285714285714285 34.95704912639671 -44.92716054646096 35.05227515235724 -47.61135413271872 31.070173827234626 -47.61135413271872 31.16539985319515 -44.92716054646096
T00869 36.73469387755102 -46.285714285714285 38.63051851415181 -44.92716054646096 38.72574454011235 -47.61135413271872 34.743643214989724 -47.61135413271872 34.83886924095025 -44.92716054646096
T00870 40.40816326530612 -46.285714285714285 42.30398790190692 -44.92716054646096 42.39921392786746 -47.61135413271872 38.41711260274484 -47.61135413271872 38.512338628705365 -44.92716054646097
T00871 44.08163265306122 -46.285714285714285 45.97745728966203 -44.92716054646097 46.072683315622555 -47.61135413271872 42.09058199049994 -47.61135413271872 42.18580801646046 -44.92716054646097
T00872 47.75510204081632 -46.285714285714285 49.650926677417125 -44.92716054646096 49.746152703377646 -47.61135413271872 45.76405137825504 -47.61135413271872 45.85927740421556 -44.92716054646097
T00873 51.42857142857143 -46.285714285714285 53.324396065172216 -44.92716054646097 53.41962209113275 -47.61135413271872 49.43752076601013 -47.61135413271872 49.53274679197066 -44.92716054646097
T00874 55.10204081632653 -46.285714285714285 56.99786545292733 -44.92716054646097 57.09309147888786 -47.61135413271872 53.110990153765236 -47.61135413271872 53.20621617972576 -44.92716054646097
T00875 58.77551020408163 -46.285714285714285 60.67133484068242 -44.92716054646097 60.766560866642955 -47.61135413271872 56.784459541520334 -47.61135413271873 56.87968556748086 -44.92716054646097
T00876 62.44897959183673 -46.285714285714285 64.34480422843754 -44.92716054646097 64.44003025439805 -47.61135413271873 60.45792892927544 -47.61135413271872 60.55315495523596 -44.92716054646097
T00877 66.12244897959182 -46.285714285714285 68.01827361619263 -44.92716054646097 68.11349964215316 -47.61135413271872 64.13139831703054 -47.61135413271872 64.22662434299106 -44.92716054646097
T00878 69.79591836734693 -46.285714285714285 71.69174300394774 -44.92716054646097 71.78696902990826 -47.61135413271872 67.80486770478564 -47.61135413271872 67.90009373074616 -44.92716054646097
T00879 73.46938775510203 -46.285714285714285 75.36521239170283 -44.92716054646097 75.46043841766335 -47.61135413271872 71.47833709254074 -47.61135413271872 71.57356311850127 -44.92716054646096
T00880 77.14285714285714 -46.285714285714285 79.03868177945795 -44.92716054646097 79.13390780541847 -47.61135413271872 75.15180648029585 -47.61135413271872 75.24703250625639 -44.92716054646097
T00881 80.81632653061224 -46.285714285714285 82.71215116721305 -44.92716054646097 82.80737719317356 -47.61135413271872 78.82527586805095 -47.61135413271872 78.92050189401148 -44.92716054646097
T00882 84.48979591836735 -46.285714285714285 86.38562055496816 -44.92716054646096 86.48084658092868 -47.61135413271872 82.49874525580607 -47.61135413271872 82.59397128176658 -44.92716054646096
T00883 88.16326530612244 -46.285714285714285 90.05908994272325 -44.92716054646097 90.15431596868378 -47.61135413271872 86.17221464356115 -47.61135413271872 86.26744066952168 -44.92716054646096
T00884 91.83673469387755 -46.285714285714285 93.73255933047835 -44.92716054646096 93.82778535643887 -47.61135413271872 89.84568403131625 -47.61135413271872 89.94091005727678 -44.92716054646097
T00885 95.51020408163264 -46.285714285714285 97.40602871823344 -44.92716054646096 97.50125474419397 -47.61135413271872 93.51915341907136 -47.61135413271872 93.61437944503187 -44.92716054646096
T00886 99.18367346938774 -46.285714285714285 101.07949810598855 -44.92716054646096 101.17472413194908 -47.61135413271872 97.19262280682645 -47.61135413271872 97.28784883278698 -44.92716054646096
T00887 102.85714285714286 -46.285714285714285 104.75296749374365 -44.92716054646097 104.84819351970418 -47.61135413271872 100.86609219458157 -47.61135413271872 100.9613182205421 -44.92716054646097
T00888 106.53061224489795 -46.285714285714285 108.42643688149876 -44.92716054646097 108.52166290745929 -47.61135413271872 104.53956158233667 -47.61135413271872 104.63478760829719 -44.92716054646097
T00889 110.20408163265306 -46.285714285714285 112.09990626925386 -44.92716054646096 112.19513229521438 -47.61135413271872 108.21303097009176 -47.61135413271872 108.3082569960523 -44.92716054646097
T00890 113.87755102040816 -46.285714285714285 115.77337565700897 -44.92716054646096 115.8686016829695 -47.61135413271872 111.88650035784688 -47.61135413271872 111.9817263838074 -44.92716054646097
T00891 117.55102040816325 -46.285714285714285 119.44684504476406 -44.92716054646097 119.54207107072459 -47.61135413271872 115.55996974560198 -47.61135413271873 115.6551957715625 -44.92716054646097
T00892 121.22448979591837 -46.285714285714285 123.12031443251918 -44.92716054646097 123.2155404584797 -47.61135413271872 119.2334391333571 -47.61135413271873 119.32866515931762 -44.92716054646097
T00893 124.89795918367346 -46.285714285714285 126.79378382027426 -44.92716054646097 126.88900984623479 -47.61135413271872 122.90690852111216 -47.61135413271872 123.0021345470727 -44.92716054646096
T00894 128.57142857142858 -46.285714285714285 130.4672532080294 -44.92716054646097 130.56247923398993 -47.61135413271872 126.58037790886732 -47.61135413271872 126.67560393482785 -44.92716054646097
T00895 132.24489795918365 -46.285714285714285 134.14072259578447 -44.92716054646097 134.235948621745 -47.61135413271872 130.25384729662235 -47.61135413271872 130.34907332258288 -44.92716054646097
T00896 135.91836734693877 -46.285714285714285 137.8141919835396 -44.92716054646097 137.9094180095001 -47.61135413271872 133.9273166843775 -47.61135413271872 134.02254271033803 -44.92716054646097
T00897 139.59183673469386 -46.285714285714285 141.48766137129465 -44.92716054646096 141.58288739725518 -47.61135413271872 137.6007860721326 -47.61135413271872 137.6960120980931 -44.92716054646096
T00898 143.26530612244898 -46.285714285714285 145.16113075904977 -44.92716054646097 145.2563567850103 -47.61135413271872 141.27425545988768 -47.61135413271872 141.3694814858482 -44.92716054646097
T00899 146.93877551020407 -46.285714285714285 148.83460014680486 -44.92716054646097 148.9298261727654 -47.61135413271872 144.94772484764277 -47.61135413271872 145.0429508736033 -44.92716054646097
T00900 150.61224489795916 -46.285714285714285 152.50806953455998 -44.92716054646097 152.6032955605205 -47.61135413271872 148.62119423539787 -47.61135413271872 148.71642026135842 -44.92716054646097
T00901 154.28571428571428 -46.285714285714285 156.1815389223151 -44.92716054646096 156.2767649482756 -47.61135413271872 152.294663623153 -47.61135413271872 152.38988964911354 -44.92716054646097
T00902 157.95918367346937 -46.285714285714285 159.8550083100702 -44.92716054646096 159.9502343360307 -47.61135413271872 155.9681330109081 -47.61135413271872 156.06335903686863 -44.92716054646096
T00903 161.6326530612245 -46.285714285714285 163.52847769782528 -44.92716054646097 163.6237037237858 -47.61135413271872 159.6416023986632 -47.61135413271872 159.73682842462372 -44.927160546460975
T00904 165.30612244897958 -46.285714285714285 167.20194708558037 -44.92716054646097 167.2971731115409 -47.61135413271872 163.3150717864183 -47.61135413271872 163.41029781237881 -44.92716054646096
T00905 168.9795918367347 -46.285714285714285 170.87541647333552 -44.92716054646097 170.97064249929605 -47.61135413271872 166.98854117417343 -47.61135413271872 167.08376720013396 -44.92716054646097
T00906 172.65306122448976 -46.285714285714285 174.54888586109058 -44.92716054646096 174.6441118870511 -47.61135413271872 170.66201056192847 -47.61135413271872 170.75723658788903 -44.92716054646097
T00907 176.32653061224488 -46.285714285714285 178.2223552488457 -44.92716054646096 178.3175812748062 -47.61135413271872 174.33547994968362 -47.61135413271872 174.43070597564414 -44.92716054646096
