id ra dec ra1 dec1 ra2 dec2 ra3 dec3 ra4 dec4
T00130 171.0 -74.57142857142857 175.64189052173472 -73.17648171315146 176.49877398436334 -75.85178786522627 165.50122601563675 -75.85178786522627 166.35810947826536 -73.17648171315146
T00131 180.0 -74.57142857142857 184.64189052173472 -73.17648171315146 185.49877398436334 -75.85178786522627 174.50122601563675 -75.85178786522627 175.35810947826536 -73.17648171315146
T00132 189.0 -74.57142857142857 193.64189052173472 -73.17648171315146 194.49877398436334 -75.85178786522627 183.50122601563672 -75.85178786522627 184.35810947826536 -73.17648171315146
T00133 198.0 -74.57142857142857 202.64189052173472 -73.17648171315146 203.49877398436334 -75.85178786522627 192.50122601563672 -75.85178786522627 193.35810947826536 -73.17648171315146
T00134 207.0 -74.57142857142857 211.64189052173472 -73.17648171315146 212.49877398436334 -75.85178786522627 201.50122601563675 -75.85178786522627 202.35810947826536 -73.17648171315146
T00135 216.0 -74.57142857142857 220.64189052173472 -73.17648171315146 221.49877398436334 -75.85178786522627 210.50122601563672 -75.85178786522627 211.35810947826536 -73.17648171315146
T00136 225.0 -74.57142857142857 229.6418905217347 -73.17648171315146 230.49877398436337 -75.85178786522627 219.50122601563672 -75.85178786522627 220.35810947826536 -73.17648171315146
T00137 234.0 -74.57142857142857 238.64189052173475 -73.17648171315146 239.4987739843633 -75.85178786522627 228.50122601563672 -75.85178786522627 229.35810947826536 -73.17648171315146
T00138 243.0 -74.57142857142857 247.6418905217347 -73.17648171315146 248.49877398436337 -75.85178786522627 237.50122601563672 -75.85178786522627 238.35810947826536 -73.17648171315146
T00139 252.0 -74.57142857142857 256.64189052173475 -73.17648171315146 257.4987739843633 -75.85178786522627 246.50122601563672 -75.85178786522627 247.35810947826536 -73.17648171315146
T00140 261.0 -74.57142857142857 265.6418905217347 -73.17648171315146 266.49877398436337 -75.85178786522627 255.50122601563672 -75.85178786522627 256.35810947826536 -73.17648171315146
T00141 270.0 -74.57142857142857 274.64189052173475 -73.17648171315146 275.4987739843633 -75.85178786522627 264.50122601563675 -75.85178786522627 265.35810947826536 -73.17648171315146
